"Harmonised Standard";"link";"Low frequency";"High frequency";"Unit";"Application Term"
"EN 302 608";"http://www.etsi.org/deliver/etsi_en/302600_302699/302608/01.01.01_60/en_302608v010101p.pdf";"26350.0";"27500.0";"kHz";"Railway applications ← Short Range Devices"
"EN 303 520";"https://www.etsi.org/deliver/etsi_en/303500_303599/303520/01.02.01_60/en_303520v010201p.pdf";"430.0";"432.0";"MHz";"ULP-WMCE ← Medical Data Acquisition ← Short Range Devices"
"EN 303 520";"https://www.etsi.org/deliver/etsi_en/303500_303599/303520/01.02.01_60/en_303520v010201p.pdf";"432.0";"433.05";"MHz";"ULP-WMCE ← Medical Data Acquisition ← Short Range Devices"
"EN 303 520";"https://www.etsi.org/deliver/etsi_en/303500_303599/303520/01.02.01_60/en_303520v010201p.pdf";"433.05";"434.79";"MHz";"ULP-WMCE ← Medical Data Acquisition ← Short Range Devices"
"EN 303 520";"https://www.etsi.org/deliver/etsi_en/303500_303599/303520/01.02.01_60/en_303520v010201p.pdf";"434.79";"438.0";"MHz";"ULP-WMCE ← Medical Data Acquisition ← Short Range Devices"
"EN 303 520";"https://www.etsi.org/deliver/etsi_en/303500_303599/303520/01.02.01_60/en_303520v010201p.pdf";"438.0";"440.0";"MHz";"ULP-WMCE ← Medical Data Acquisition ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"5925.0";"6700.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"6700.0";"7075.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"7075.0";"7145.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"7145.0";"7190.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"7190.0";"7235.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"7235.0";"7250.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"7250.0";"7300.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"7300.0";"7375.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"7375.0";"7450.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"7450.0";"7550.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"7550.0";"7750.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"7750.0";"7900.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"7900.0";"8025.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"8025.0";"8175.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"8175.0";"8215.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"8215.0";"8400.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"8400.0";"8500.0";"MHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"24.05";"24.25";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"24.25";"24.45";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"24.45";"24.5";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"24.5";"24.65";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"24.65";"24.75";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"24.75";"25.25";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"25.25";"25.5";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"25.5";"26.5";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"57.0";"58.2";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"58.2";"59.0";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"59.0";"59.3";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"59.3";"64.0";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"74.0";"75.5";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"75.5";"76.0";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"76.0";"77.5";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"77.5";"78.0";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"78.0";"79.0";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"79.0";"81.0";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"81.0";"84.0";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 302 729";"http://www.etsi.org/deliver/etsi_en/302700_302799/302729/02.01.01_60/en_302729v020101p.pdf";"84.0";"86.0";"GHz";"Radiodetermination applications ← Short Range Devices"
"EN 301 502";"http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf";"870.0";"876.0";"MHz";"FRMCS ← RMR ← Land mobile"
"EN 301 502";"http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf";"876.0";"880.0";"MHz";"FRMCS ← RMR ← Land mobile"
"EN 301 502";"http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf";"876.0";"880.0";"MHz";"GSM-R ← RMR ← Land mobile"
"EN 301 502";"http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf";"880.0";"890.0";"MHz";"GSM ← Digital cellular ← Land mobile"
"EN 301 502";"http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf";"890.0";"915.0";"MHz";"GSM ← Digital cellular ← Land mobile"
"EN 301 502";"http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf";"915.0";"921.0";"MHz";"FRMCS ← RMR ← Land mobile"
"EN 301 502";"http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf";"921.0";"925.0";"MHz";"FRMCS ← RMR ← Land mobile"
"EN 301 502";"http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf";"921.0";"925.0";"MHz";"GSM-R ← RMR ← Land mobile"
"EN 301 502";"http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf";"925.0";"942.0";"MHz";"GSM ← Digital cellular ← Land mobile"
"EN 301 502";"http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf";"942.0";"960.0";"MHz";"GSM ← Digital cellular ← Land mobile"
"EN 301 502";"http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf";"1710.0";"1785.0";"MHz";"GSM ← Digital cellular ← Land mobile"
"EN 301 502";"http://www.etsi.org/deliver/etsi_en/301500_301599/301502/12.05.02_60/en_301502v120502p.pdf";"1805.0";"1880.0";"MHz";"GSM ← Digital cellular ← Land mobile"
"EN 302 152";"http://www.etsi.org/deliver/etsi_en/302100_302199/30215201/01.01.01_60/en_30215201v010101p.pdf";"406.0";"406.1";"MHz";"EPIRBs ← GMDSS ← Maritime"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"790.0";"862.0";"MHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"1427.0";"1429.0";"MHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"1429.0";"1452.0";"MHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"1452.0";"1492.0";"MHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"1492.0";"1518.0";"MHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"1710.0";"1785.0";"MHz";"IMT ← Digital cellular ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"1805.0";"1880.0";"MHz";"IMT ← Digital cellular ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"1880.0";"1885.0";"MHz";"DECT ← Cordless telephones ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"1885.0";"1900.0";"MHz";"DECT ← Cordless telephones ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"1900.0";"1930.0";"MHz";"MFCN ← Fixed"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"1930.0";"1970.0";"MHz";"MFCN ← Fixed"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"1970.0";"1980.0";"MHz";"MFCN ← Fixed"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"2110.0";"2120.0";"MHz";"MFCN ← Fixed"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"2120.0";"2170.0";"MHz";"MFCN ← Fixed"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"2300.0";"2400.0";"MHz";"MFCN ← Fixed"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"2500.0";"2520.0";"MHz";"MFCN ← Fixed"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"2520.0";"2655.0";"MHz";"MFCN ← Fixed"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"2655.0";"2670.0";"MHz";"MFCN ← Fixed"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"2670.0";"2690.0";"MHz";"MFCN ← Fixed"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"3400.0";"3600.0";"MHz";"MFCN ← Fixed"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"3600.0";"4200.0";"MHz";"MFCN ← Fixed"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"24.25";"24.45";"GHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"24.45";"24.5";"GHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"24.5";"24.65";"GHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"24.65";"24.75";"GHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"24.75";"25.25";"GHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"25.25";"25.5";"GHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"25.5";"26.5";"GHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"26.5";"27.0";"GHz";"MFCN ← Land mobile"
"EN 301 908";"https://www.etsi.org/deliver/etsi_en/301900_301999/30190801/13.01.01_60/en_30190801v130101p.pdf";"27.0";"27.5";"GHz";"MFCN ← Land mobile"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"29.7";"30.005";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"30.005";"30.01";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"30.01";"37.5";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"37.5";"38.25";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"38.25";"39.0";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"39.0";"39.5";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"39.5";"39.986";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"39.986";"40.02";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"40.02";"40.66";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"40.66";"40.7";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"40.7";"40.98";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"40.98";"41.015";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"41.015";"42.0";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"42.0";"42.5";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"42.5";"44.0";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"44.0";"47.0";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"169.4";"169.8125";"MHz";"Aids for hearing impaired ← Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"169.8125";"174.0";"MHz";"Aids for hearing impaired ← Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"169.8125";"174.0";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"174.0";"223.0";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"470.0";"694.0";"MHz";"PMSE"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"470.0";"694.0";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"694.0";"790.0";"MHz";"PMSE"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"694.0";"790.0";"MHz";"Radio microphones and ALD ← Short Range Devices"
"EN 300 422";"http://www.etsi.org/deliver/etsi_en/300400_300499/30042201/02.01.02_60/en_30042201v020102p.pdf";"790.0";"862.0";"MHz";"Radio microphones and ALD ← Short Range Devices"
